em [gr/yr],Date
3.4537582671226614,2021-01-29 00:00:00
1.3874114425416053,2021-01-29 01:00:00
0.6440439852624525,2021-01-29 02:00:00
0.4164301499545092,2021-01-29 03:00:00
0.3734200817424891,2021-01-29 04:00:00
0.4745639982375829,2021-01-29 05:00:00
2.92798454029368,2021-01-29 06:00:00
6.223470238793004,2021-01-29 07:00:00
11.84734902145131,2021-01-29 08:00:00
13.67989858997274,2021-01-29 09:00:00
12.671492174295455,2021-01-29 10:00:00
12.329043414181246,2021-01-29 11:00:00
12.79456676347947,2021-01-29 12:00:00
11.49589324741601,2021-01-29 13:00:00
11.781431013792574,2021-01-29 14:00:00
11.28704688161449,2021-01-29 15:00:00
13.962131214005367,2021-01-29 16:00:00
15.061039941684486,2021-01-29 17:00:00
17.748220290454352,2021-01-29 18:00:00
13.238224848863045,2021-01-29 19:00:00
12.73986996011702,2021-01-29 20:00:00
10.405257380391317,2021-01-29 21:00:00
7.5708263549134,2021-01-29 22:00:00
6.282737857301267,2021-01-29 23:00:00
5.50639007630194,2021-01-30 00:00:00
5.225624125358382,2021-01-30 01:00:00
3.392963569346091,2021-01-30 02:00:00
2.4008940381426993,2021-01-30 03:00:00
1.8426593311134871,2021-01-30 04:00:00
1.6590270124475839,2021-01-30 05:00:00
2.896663385747961,2021-01-30 06:00:00
4.023847411308214,2021-01-30 07:00:00
6.066267133704209,2021-01-30 08:00:00
7.229608720656606,2021-01-30 09:00:00
6.826078609570825,2021-01-30 10:00:00
7.430875254643993,2021-01-30 11:00:00
10.625089564913631,2021-01-30 12:00:00
14.228962286668086,2021-01-30 13:00:00
15.299173757330319,2021-01-30 14:00:00
11.679084856440795,2021-01-30 15:00:00
7.870342813181459,2021-01-30 16:00:00
7.9562208808460415,2021-01-30 17:00:00
8.080164776504773,2021-01-30 18:00:00
8.024700275452627,2021-01-30 19:00:00
7.2290305040503195,2021-01-30 20:00:00
6.43434726655059,2021-01-30 21:00:00
6.462486263957096,2021-01-30 22:00:00
5.540037018725046,2021-01-30 23:00:00
5.01923044611636,2021-01-31 00:00:00
5.019855538029681,2021-01-31 01:00:00
3.356207198970339,2021-01-31 02:00:00
2.575918196454084,2021-01-31 03:00:00
2.080248481698786,2021-01-31 04:00:00
1.86103921076834,2021-01-31 05:00:00
2.7789097363962,2021-01-31 06:00:00
2.5424364733319393,2021-01-31 07:00:00
2.956372571300755,2021-01-31 08:00:00
3.7835336648274844,2021-01-31 09:00:00
3.995576746476118,2021-01-31 10:00:00
3.962976945602013,2021-01-31 11:00:00
4.883993931622323,2021-01-31 12:00:00
7.870521359779088,2021-01-31 13:00:00
11.12614498024943,2021-01-31 14:00:00
9.98846626159301,2021-01-31 15:00:00
9.051178193338284,2021-01-31 16:00:00
10.019917953481443,2021-01-31 17:00:00
10.81697990758295,2021-01-31 18:00:00
8.693387356130007,2021-01-31 19:00:00
5.911025508043083,2021-01-31 20:00:00
5.595846109798345,2021-01-31 21:00:00
6.995362777838095,2021-01-31 22:00:00
6.283168822962568,2021-01-31 23:00:00
2.47102299773861,2021-02-01 00:00:00
1.0497698807745892,2021-02-01 01:00:00
0.45460419439275407,2021-02-01 02:00:00
0.3196577160422561,2021-02-01 03:00:00
0.29295239138686,2021-02-01 04:00:00
0.40997533887242316,2021-02-01 05:00:00
2.873516177605096,2021-02-01 06:00:00
6.574180197783872,2021-02-01 07:00:00
11.979941612444364,2021-02-01 08:00:00
13.415989553019118,2021-02-01 09:00:00
12.445968772532654,2021-02-01 10:00:00
12.08956196062623,2021-02-01 11:00:00
12.438877434592586,2021-02-01 12:00:00
10.753599212563575,2021-02-01 13:00:00
11.10832689152334,2021-02-01 14:00:00
10.599607008569912,2021-02-01 15:00:00
13.382497313004826,2021-02-01 16:00:00
14.217690080299157,2021-02-01 17:00:00
17.026064825295116,2021-02-01 18:00:00
13.128308031192624,2021-02-01 19:00:00
12.227825328599403,2021-02-01 20:00:00
9.16329474273739,2021-02-01 21:00:00
6.215213155430423,2021-02-01 22:00:00
4.624695982897022,2021-02-01 23:00:00
2.47102299773861,2021-02-02 00:00:00
1.0497698807745892,2021-02-02 01:00:00
0.45460419439275407,2021-02-02 02:00:00
0.3196577160422561,2021-02-02 03:00:00
0.29295239138686,2021-02-02 04:00:00
0.40997533887242316,2021-02-02 05:00:00
2.873516177605096,2021-02-02 06:00:00
6.574180197783872,2021-02-02 07:00:00
11.979941612444364,2021-02-02 08:00:00
13.415989553019118,2021-02-02 09:00:00
12.445968772532654,2021-02-02 10:00:00
12.08956196062623,2021-02-02 11:00:00
12.438877434592586,2021-02-02 12:00:00
10.753599212563575,2021-02-02 13:00:00
11.10832689152334,2021-02-02 14:00:00
10.599607008569912,2021-02-02 15:00:00
13.382497313004826,2021-02-02 16:00:00
14.217690080299157,2021-02-02 17:00:00
17.026064825295116,2021-02-02 18:00:00
13.128308031192624,2021-02-02 19:00:00
12.227825328599403,2021-02-02 20:00:00
9.16329474273739,2021-02-02 21:00:00
6.215213155430423,2021-02-02 22:00:00
4.624695982897022,2021-02-02 23:00:00
