em [gr/yr],Date
3.9684926242933463,2021-01-29 00:00:00
1.7853223150588193,2021-01-29 01:00:00
0.9355513345310381,2021-01-29 02:00:00
0.6027060172277127,2021-01-29 03:00:00
0.5263596322609292,2021-01-29 04:00:00
0.6556419852720533,2021-01-29 05:00:00
2.625645206839801,2021-01-29 06:00:00
5.727629846034667,2021-01-29 07:00:00
11.461951644999683,2021-01-29 08:00:00
12.88981859559268,2021-01-29 09:00:00
11.643901903486094,2021-01-29 10:00:00
11.333362940108916,2021-01-29 11:00:00
11.741401679578026,2021-01-29 12:00:00
10.91573766795796,2021-01-29 13:00:00
11.164538591366657,2021-01-29 14:00:00
10.685744621207856,2021-01-29 15:00:00
12.86614820106752,2021-01-29 16:00:00
13.915573746884828,2021-01-29 17:00:00
16.170896891004517,2021-01-29 18:00:00
13.427235897275494,2021-01-29 19:00:00
12.916551839095254,2021-01-29 20:00:00
10.78810230612158,2021-01-29 21:00:00
8.209414210063649,2021-01-29 22:00:00
6.8788613534303495,2021-01-29 23:00:00
5.685213656990916,2021-01-30 00:00:00
5.0801375074119655,2021-01-30 01:00:00
3.3986566667649534,2021-01-30 02:00:00
2.465997877184087,2021-01-30 03:00:00
1.9328281025230711,2021-01-30 04:00:00
1.7703680056609938,2021-01-30 05:00:00
2.710893936546603,2021-01-30 06:00:00
3.6849711685339974,2021-01-30 07:00:00
5.598334014213334,2021-01-30 08:00:00
7.104801876490297,2021-01-30 09:00:00
7.245001554979673,2021-01-30 10:00:00
7.931069277799271,2021-01-30 11:00:00
10.414826872361013,2021-01-30 12:00:00
13.171011085386272,2021-01-30 13:00:00
14.171506747129193,2021-01-30 14:00:00
11.594699572325405,2021-01-30 15:00:00
8.783088597375219,2021-01-30 16:00:00
8.90793927943068,2021-01-30 17:00:00
9.057746730050937,2021-01-30 18:00:00
9.011196409110617,2021-01-30 19:00:00
8.104174604528929,2021-01-30 20:00:00
7.293003823890446,2021-01-30 21:00:00
7.289888316612395,2021-01-30 22:00:00
6.280078181693458,2021-01-30 23:00:00
4.794776969838664,2021-01-31 00:00:00
4.871186462346612,2021-01-31 01:00:00
3.3874022877332255,2021-01-31 02:00:00
2.6307723608914264,2021-01-31 03:00:00
2.1763314478483764,2021-01-31 04:00:00
1.9640413156657033,2021-01-31 05:00:00
2.6135504692699483,2021-01-31 06:00:00
2.37835025513796,2021-01-31 07:00:00
2.7852896526388395,2021-01-31 08:00:00
3.578072965746128,2021-01-31 09:00:00
4.013707743314329,2021-01-31 10:00:00
4.390281772059909,2021-01-31 11:00:00
5.4854538530474635,2021-01-31 12:00:00
7.849697856385992,2021-01-31 13:00:00
10.273170685302592,2021-01-31 14:00:00
9.247331564453429,2021-01-31 15:00:00
8.370473815416485,2021-01-31 16:00:00
9.24453534559229,2021-01-31 17:00:00
9.997054762906153,2021-01-31 18:00:00
8.714010712131387,2021-01-31 19:00:00
6.757406987708565,2021-01-31 20:00:00
6.4889510863057,2021-01-31 21:00:00
7.138285789960841,2021-01-31 22:00:00
5.861719325089787,2021-01-31 23:00:00
2.8192814486604076,2021-02-01 00:00:00
1.3741887917248454,2021-02-01 01:00:00
0.6664559253224935,2021-02-01 02:00:00
0.4359951386794708,2021-02-01 03:00:00
0.3786668771413927,2021-02-01 04:00:00
0.539319787525926,2021-02-01 05:00:00
2.5490102951663296,2021-02-01 06:00:00
6.967239050517844,2021-02-01 07:00:00
11.574252526776469,2021-02-01 08:00:00
12.3840000890997,2021-02-01 09:00:00
11.461950171533696,2021-02-01 10:00:00
11.246982199701579,2021-02-01 11:00:00
11.540100834628387,2021-02-01 12:00:00
10.273645026805436,2021-02-01 13:00:00
10.503727747709664,2021-02-01 14:00:00
10.180083685287588,2021-02-01 15:00:00
12.424920694481722,2021-02-01 16:00:00
13.277706046140676,2021-02-01 17:00:00
15.580466648220696,2021-02-01 18:00:00
13.026117335500523,2021-02-01 19:00:00
11.962571070063696,2021-02-01 20:00:00
9.434704155677617,2021-02-01 21:00:00
6.639059174372095,2021-02-01 22:00:00
4.999424343399104,2021-02-01 23:00:00
2.8192814486604076,2021-02-02 00:00:00
1.3741887917248454,2021-02-02 01:00:00
0.6664559253224935,2021-02-02 02:00:00
0.4359951386794708,2021-02-02 03:00:00
0.3786668771413927,2021-02-02 04:00:00
0.539319787525926,2021-02-02 05:00:00
2.5490102951663296,2021-02-02 06:00:00
6.967239050517844,2021-02-02 07:00:00
11.574252526776469,2021-02-02 08:00:00
12.3840000890997,2021-02-02 09:00:00
11.461950171533696,2021-02-02 10:00:00
11.246982199701579,2021-02-02 11:00:00
11.540100834628387,2021-02-02 12:00:00
10.273645026805436,2021-02-02 13:00:00
10.503727747709664,2021-02-02 14:00:00
10.180083685287588,2021-02-02 15:00:00
12.424920694481722,2021-02-02 16:00:00
13.277706046140676,2021-02-02 17:00:00
15.580466648220696,2021-02-02 18:00:00
13.026117335500523,2021-02-02 19:00:00
11.962571070063696,2021-02-02 20:00:00
9.434704155677617,2021-02-02 21:00:00
6.639059174372095,2021-02-02 22:00:00
4.999424343399104,2021-02-02 23:00:00
