em [gr/hr],Date
2.371711998525592,2021-03-17 00:00:00
1.007579276571749,2021-03-17 01:00:00
0.43633359580045683,2021-03-17 02:00:00
0.30681084745661047,2021-03-17 03:00:00
0.2811788555212772,2021-03-17 04:00:00
0.3934984503925118,2021-03-17 05:00:00
2.758034598817553,2021-03-17 06:00:00
6.309968686933744,2021-03-17 07:00:00
11.498463295139743,2021-03-17 08:00:00
12.8767905256793,2021-03-17 09:00:00
11.945751650912904,2021-03-17 10:00:00
11.603669438980786,2021-03-17 11:00:00
11.93894532598572,2021-03-17 12:00:00
10.321401652934734,2021-03-17 13:00:00
10.661872517553196,2021-03-17 14:00:00
10.173599256079752,2021-03-17 15:00:00
12.844640434595423,2021-03-17 16:00:00
13.646265374639405,2021-03-17 17:00:00
16.34177282959657,2021-03-17 18:00:00
12.600673554394987,2021-03-17 19:00:00
11.736382793334618,2021-03-17 20:00:00
8.795016546085895,2021-03-17 21:00:00
5.965420086469018,2021-03-17 22:00:00
4.438827590055239,2021-03-17 23:00:00
2.371711998525592,2021-03-18 00:00:00
1.007579276571749,2021-03-18 01:00:00
0.43633359580045683,2021-03-18 02:00:00
0.30681084745661047,2021-03-18 03:00:00
0.2811788555212772,2021-03-18 04:00:00
0.3934984503925118,2021-03-18 05:00:00
2.758034598817553,2021-03-18 06:00:00
6.309968686933744,2021-03-18 07:00:00
11.498463295139743,2021-03-18 08:00:00
12.8767905256793,2021-03-18 09:00:00
11.945751650912904,2021-03-18 10:00:00
11.603669438980786,2021-03-18 11:00:00
11.93894532598572,2021-03-18 12:00:00
10.321401652934734,2021-03-18 13:00:00
10.661872517553196,2021-03-18 14:00:00
10.173599256079752,2021-03-18 15:00:00
12.844640434595423,2021-03-18 16:00:00
13.646265374639405,2021-03-18 17:00:00
16.34177282959657,2021-03-18 18:00:00
12.600673554394987,2021-03-18 19:00:00
11.736382793334618,2021-03-18 20:00:00
8.795016546085895,2021-03-18 21:00:00
5.965420086469018,2021-03-18 22:00:00
4.438827590055239,2021-03-18 23:00:00
3.3149494548929224,2021-03-19 00:00:00
1.3316504458955323,2021-03-19 01:00:00
0.6181594771354055,2021-03-19 02:00:00
0.39969383156593247,2021-03-19 03:00:00
0.3584124116328528,2021-03-19 04:00:00
0.4554911809555997,2021-03-19 05:00:00
2.8103137847544484,2021-03-19 06:00:00
5.973354361644927,2021-03-19 07:00:00
11.371199827390356,2021-03-19 08:00:00
13.130092606599332,2021-03-19 09:00:00
12.162210881040442,2021-03-19 10:00:00
11.833525722901443,2021-03-19 11:00:00
12.280338891769258,2021-03-19 12:00:00
11.033861619645494,2021-03-19 13:00:00
11.307923432727463,2021-03-19 14:00:00
10.833409743661477,2021-03-19 15:00:00
13.40097785672407,2021-03-19 16:00:00
14.455719561197116,2021-03-19 17:00:00
17.034903630209335,2021-03-19 18:00:00
12.706172626974746,2021-03-19 19:00:00
12.227847474440388,2021-03-19 20:00:00
9.987062578969388,2021-03-19 21:00:00
7.2665488705206265,2021-03-19 22:00:00
6.030229922795167,2021-03-19 23:00:00
5.2850825505591255,2021-03-20 00:00:00
5.015599092177912,2021-03-20 01:00:00
3.2565954133647765,2021-03-20 02:00:00
2.304398855141807,2021-03-20 03:00:00
1.7686005567412417,2021-03-20 04:00:00
1.5923487353592498,2021-03-20 05:00:00
2.7802472350361422,2021-03-20 06:00:00
3.862129591006096,2021-03-20 07:00:00
5.822460967934013,2021-03-20 08:00:00
6.939045864750703,2021-03-20 09:00:00
6.551734319713001,2021-03-20 10:00:00
7.132223257566826,2021-03-20 11:00:00
10.1980567313132,2021-03-20 12:00:00
13.657083638193079,2021-03-20 13:00:00
14.68428153757088,2021-03-20 14:00:00
11.209690207559078,2021-03-20 15:00:00
