em [gr/yr],Date
6.5560023663938605,2021-12-11 00:00:00
5.977589172268329,2021-12-11 01:00:00
3.990883772528661,2021-12-11 02:00:00
2.8833350243698623,2021-12-11 03:00:00
2.2438021924314486,2021-12-11 04:00:00
2.055274449214556,2021-12-11 05:00:00
3.084192835745752,2021-12-11 06:00:00
4.197706729809993,2021-12-11 07:00:00
6.47339685263339,2021-12-11 08:00:00
8.177183916690284,2021-12-11 09:00:00
8.205925831282666,2021-12-11 10:00:00
8.980690021810602,2021-12-11 11:00:00
12.043014612476199,2021-12-11 12:00:00
15.451721932748487,2021-12-11 13:00:00
16.651104089668607,2021-12-11 14:00:00
13.399410788052844,2021-12-11 15:00:00
9.891435770143396,2021-12-11 16:00:00
10.02178541262842,2021-12-11 17:00:00
10.205982695950391,2021-12-11 18:00:00
10.156004228533412,2021-12-11 19:00:00
9.110846492120118,2021-12-11 20:00:00
8.189023280114128,2021-12-11 21:00:00
8.195822842902507,2021-12-11 22:00:00
7.064026348530345,2021-12-11 23:00:00
5.589532094991956,2021-12-12 00:00:00
5.717187871890514,2021-12-12 01:00:00
3.9691395877485878,2021-12-12 02:00:00
3.0781323815515527,2021-12-12 03:00:00
2.5342582604385147,2021-12-12 04:00:00
2.278097837310152,2021-12-12 05:00:00
2.9760380681019596,2021-12-12 06:00:00
2.695158783485894,2021-12-12 07:00:00
3.171411857216804,2021-12-12 08:00:00
4.115020066177614,2021-12-12 09:00:00
4.543910825557717,2021-12-12 10:00:00
4.87253242023764,2021-12-12 11:00:00
6.1067105524014345,2021-12-12 12:00:00
9.014226377302403,2021-12-12 13:00:00
12.047157362536385,2021-12-12 14:00:00
10.802766926486578,2021-12-12 15:00:00
9.775821754681347,2021-12-12 16:00:00
10.80520294890729,2021-12-12 17:00:00
11.702256313045233,2021-12-12 18:00:00
10.016981081513016,2021-12-12 19:00:00
7.536388529019645,2021-12-12 20:00:00
7.233309088389679,2021-12-12 21:00:00
8.182899352889416,2021-12-12 22:00:00
6.834046900103806,2021-12-12 23:00:00
3.1907671920433582,2021-12-13 00:00:00
