Región;Ámbito;Categoría;Motorizacion;Norma;ID_Osses;Unidad;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
R04;Interurbano;VLP;Gasolina;E5;VLPGE5;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLP;Gasolina;E6;VLPGE6;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLP;Gasolina;Electrico;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLP;Gasolina;GLP;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLP;Gasolina;Tecn. 1;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLP;Gasolina;Tecn. 2;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;No cat;VLCDNC;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E1;VLCDE1;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E2;VLCDE2;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E3;VLCDE3;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E4;VLCDE4;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E5;VLCDE5;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;E6;VLCDE6;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;Electrico;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;GLP;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;Tecn. 1;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Diesel;Tecn. 2;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;No cat;VLCGNC;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E1;VLCGE1;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E2;VLCGE2;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E3;VLCGE3;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E4;VLCGE4;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E5;VLCGE5;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;E6;VLCGE6;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;Electrico;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;GLP;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;Tecn. 1;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;VLC;Gasolina;Tecn. 2;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;BUS INT PROV;Diesel;No cat;BIPDNC;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E1;BIPDE1;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E2;BIPDE2;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E3;BIPDE3;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E4;BIPDE4;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E5;BIPDE5;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;E6;BIPDE6;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;Electrico;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;GLP;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;Tecn. 1;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;BUS INT PROV;Diesel;Tecn. 2;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;No cat;CLDNC;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E1;CLDE1;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E2;CLDE2;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E3;CLDE3;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E4;CLDE4;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E5;CLDE5;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;E6;CLDE6;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;Electrico;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;GLP;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;Tecn. 1;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM LIV;Diesel;Tecn. 2;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;No cat;CMDNC;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E1;CMDE1;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E2;CMDE2;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E3;CMDE3;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E4;CMDE4;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E5;CMDE5;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;E6;CMDE6;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;Electrico;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;GLP;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;Tecn. 1;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM MED;Diesel;Tecn. 2;ENULL;[m/s];50;50;50;50;50;50;50;70;70;70;70;70;70;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
R04;Interurbano;CAM PES;Diesel;No cat;CPDNC;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E1;CPDE1;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E2;CPDE2;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E3;CPDE3;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E4;CPDE4;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E5;CPDE5;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;E6;CPDE6;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;Electrico;ENULL;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;GLP;ENULL;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;Tecn. 1;ENULL;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;CAM PES;Diesel;Tecn. 2;ENULL;[m/s];40;40;40;40;40;40;40;60;60;60;60;60;60;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
R04;Interurbano;MOT;Gasolina;No cat;MOTGNC;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E1;MOTGE1;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E2;MOTGE2;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E3;MOTGE3;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E4;MOTGE4;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E5;MOTGE5;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;E6;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;Electrico;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;GLP;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;Tecn. 1;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R04;Interurbano;MOT;Gasolina;Tecn. 2;ENULL;[m/s];60;60;60;60;60;60;60;80;80;80;80;80;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
R05;Urbano;VLP;Diesel;No cat;VLPDNC;[m/s];39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
R05;Urbano;VLP;Diesel;E1;VLPDE1;[m/s];39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
R05;Urbano;VLP;Diesel;E2;VLPDE2;[m/s];39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
R05;Urbano;VLP;Diesel;E3;VLPDE3;[m/s];39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
